transaction_id,booking_id,transaction_date,transaction_time,transaction_hour,room_number,room_type,nights,base_rate,amount,payment_method,channel,transaction_type,staff_id,is_anomaly,anomaly_type
TXN0000558,BK004993,2024-09-30,14:55:00,14,129,Standard Double,1,85,85.0,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0000559,BK000385,2024-01-29,13:24:00,13,109,Queen Room,2,95,190.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000560,BK001158,2024-03-17,19:31:00,19,152,Suite,7,140,1040.64,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000561,BK000668,2024-02-18,18:35:00,18,118,Standard Double,1,85,94.35,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000562,BK000249,2024-01-19,18:49:00,18,109,Standard Single,2,65,145.83,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000563,BK003131,2024-06-29,14:55:00,14,126,Standard Single,1,20,20.0,Credit Card,Front Desk,Late Check-out Fee,STAFF005,0,None
TXN0000564,BK003386,2024-07-09,13:31:00,13,143,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000565,BK000380,2024-01-28,13:08:00,13,113,Queen Room,1,95,99.86,OTA (Booking.com),Direct Website,Room Charge,STAFF004,0,None
TXN0000566,BK004477,2024-08-28,14:30:00,14,106,Standard Single,1,65,65.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000567,BK002586,2024-06-05,13:53:00,13,128,Standard Double,2,85,170.0,OTA (Booking.com),Direct Website,Room Charge,STAFF001,0,None
TXN0000568,BK004803,2024-09-19,12:26:00,12,142,Standard Double,1,85,85.0,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0000569,BK000542,2024-02-09,12:51:00,12,131,Standard Single,1,65,71.69,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000570,BK005924,2024-12-03,15:01:00,15,119,Queen Room,3,95,285.0,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0000571,BK005172,2024-10-11,12:14:00,12,142,Standard Single,7,65,519.99,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000572,BK003826,2024-07-29,17:24:00,17,112,Standard Double,2,85,170.0,OTA (Booking.com),Direct Website,Room Charge,STAFF001,0,None
TXN0000573,BK004363,2024-08-23,15:59:00,15,149,Standard Double,7,85,634.16,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0000574,BK001041,2024-03-10,18:31:00,18,130,Standard Double,1,85,92.05,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0000575,BK004749,2024-09-15,13:30:00,13,112,Standard Double,2,85,185.17,OTA (Booking.com),Expedia,Room Charge,STAFF005,0,None
TXN0000576,BK002505,2024-06-01,12:51:00,12,140,Suite,2,140,298.53,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000577,BK002061,2024-05-05,16:05:00,16,139,Standard Single,7,65,519.05,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000578,BK002186,2024-05-13,18:40:00,18,152,Queen Room,1,15,15.0,Cash,Front Desk,Parking Fee,STAFF003,0,None
TXN0000579,BK003798,2024-07-28,15:44:00,15,126,Standard Single,2,65,141.11,Cash,Front Desk,Room Charge,STAFF001,0,None
TXN0000580,BK005191,2024-10-13,13:55:00,13,143,Standard Double,2,85,180.94,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000581,BK004428,2024-08-26,13:44:00,13,125,Standard Single,1,15,15.0,OTA (Booking.com),Direct Website,Parking Fee,STAFF003,0,None
TXN0000582,BK004696,2024-09-11,14:39:00,14,119,Standard Double,1,25,25.0,OTA (Booking.com),Booking.com,Pet Fee,STAFF004,0,None
TXN0000583,BK006207,2024-12-26,14:13:00,14,134,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000584,BK001562,2024-04-06,13:32:00,13,120,Standard Double,1,85,95.87,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0000585,BK005704,2024-11-16,13:57:00,13,124,Standard Single,1,65,69.91,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0000586,BK005509,2024-11-01,14:59:00,14,114,Queen Room,2,95,206.5,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0000587,BK000660,2024-02-18,14:32:00,14,108,Queen Room,2,95,211.78,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000588,BK006060,2024-12-14,16:20:00,16,145,Standard Single,1,20,20.0,Cash,Front Desk,Late Check-out Fee,STAFF005,0,None
TXN0000589,BK003848,2024-07-31,14:29:00,14,142,Queen Room,2,95,190.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000590,BK003555,2024-07-17,12:00:00,12,110,Standard Double,1,15,15.0,Credit Card,Front Desk,Late Check-out Fee,STAFF005,0,None
TXN0000591,BK002353,2024-05-23,16:45:00,16,151,Standard Double,1,25,25.0,OTA (Booking.com),Booking.com,Early Check-in Fee,STAFF005,0,None
TXN0000592,BK003811,2024-07-29,13:22:00,13,145,Standard Double,3,85,255.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000593,BK004187,2024-08-14,19:17:00,19,146,Queen Room,2,95,190.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0000594,BK004143,2024-08-13,15:55:00,15,125,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000595,BK001385,2024-03-28,16:50:00,16,142,Standard Double,1,20,20.0,Cash,Front Desk,Late Check-out Fee,STAFF005,0,None
TXN0000596,BK005047,2024-10-03,12:56:00,12,149,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000597,BK001929,2024-04-29,17:27:00,17,119,Standard Double,1,85,85.0,Cash,Front Desk,Room Charge,STAFF001,0,None
TXN0000598,BK005397,2024-10-24,15:06:00,15,121,Standard Double,1,25,25.0,Cash,Front Desk,Pet Fee,STAFF003,0,None
TXN0000599,BK004851,2024-09-21,12:14:00,12,133,Standard Double,1,25,25.0,Credit Card,Front Desk,Pet Fee,STAFF003,0,None
TXN0000600,BK003123,2024-06-28,15:36:00,15,148,Standard Single,3,65,215.37,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000601,BK004313,2024-08-20,15:03:00,15,132,Queen Room,1,20,20.0,Credit Card,Front Desk,Early Check-in Fee,STAFF003,0,None
TXN0000602,BK004599,2024-09-05,15:08:00,15,142,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000603,BK005359,2024-10-22,12:18:00,12,113,Queen Room,2,95,190.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0000604,BK000423,2024-02-01,14:30:00,14,118,Queen Room,3,95,285.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000605,BK000792,2024-02-25,15:08:00,15,151,Standard Double,4,85,372.14,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000606,BK001143,2024-03-16,14:23:00,14,146,Standard Single,2,65,139.98,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0000607,BK001481,2024-04-02,16:51:00,16,144,Standard Double,1,10,10.0,OTA (Booking.com),Booking.com,Late Check-out Fee,STAFF003,0,None
TXN0000608,BK000370,2024-01-28,13:31:00,13,150,Standard Single,2,65,142.53,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000609,BK002742,2024-06-11,15:49:00,15,137,Standard Single,1,25,25.0,Credit Card,Front Desk,Early Check-in Fee,STAFF004,0,None
TXN0000610,BK004500,2024-08-30,12:49:00,12,132,Standard Double,1,25,25.0,OTA (Booking.com),Direct Website,Early Check-in Fee,STAFF001,0,None
TXN0000611,BK001072,2024-03-12,15:55:00,15,151,Standard Double,1,25,25.0,Credit Card,Front Desk,Late Check-out Fee,STAFF004,0,None
TXN0000612,BK004288,2024-08-19,15:29:00,15,145,Standard Double,1,10,10.0,Credit Card,Front Desk,Late Check-out Fee,STAFF001,0,None
TXN0000613,BK005217,2024-10-14,15:41:00,15,114,Queen Room,1,95,95.0,Cash,Front Desk,Room Charge,STAFF001,0,None
TXN0000614,BK004535,2024-08-31,16:16:00,16,128,Queen Room,7,95,749.78,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0000615,BK004621,2024-09-07,14:18:00,14,127,Standard Single,2,65,143.02,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000616,BK001477,2024-04-02,14:43:00,14,142,Queen Room,5,95,475.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000617,BK001256,2024-03-21,12:10:00,12,135,Standard Double,2,85,170.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0000618,BK002616,2024-06-06,16:09:00,16,135,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000619,BK000038,2024-01-03,12:39:00,12,137,Suite,1,20,20.0,Credit Card,Front Desk,Pet Fee,STAFF001,0,None
TXN0000620,BK006335,2024-02-09,02:26:00,2,139,Standard Double,1,85,96.52,Credit Card,Front Desk,Room Charge,STAFF003,1,Odd-Hour Transaction
TXN0000621,BK004396,2024-08-24,12:02:00,12,127,Standard Single,3,65,210.73,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000622,BK003482,2024-07-13,12:30:00,12,142,Standard Single,1,15,15.0,Credit Card,Front Desk,Late Check-out Fee,STAFF002,0,None
TXN0000623,BK005341,2024-10-21,12:41:00,12,146,Standard Single,1,65,65.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0000624,BK002204,2024-05-14,12:25:00,12,135,Suite,1,25,25.0,Credit Card,Front Desk,Parking Fee,STAFF005,0,None
TXN0000625,BK006275,2024-12-30,14:59:00,14,118,Standard Single,2,65,130.0,OTA (Booking.com),Expedia,Room Charge,STAFF003,0,None
TXN0000626,BK004246,2024-08-17,12:41:00,12,121,Standard Double,2,85,182.57,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0000627,BK003814,2024-07-29,15:15:00,15,143,Standard Single,1,25,25.0,Cash,Front Desk,Pet Fee,STAFF005,0,None
TXN0000628,BK002646,2024-06-07,13:46:00,13,122,Queen Room,2,95,206.88,Cash,Front Desk,Room Charge,STAFF003,0,None
TXN0000629,BK003479,2024-07-13,17:26:00,17,123,Standard Double,2,85,184.19,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000630,BK000566,2024-02-11,14:33:00,14,130,Queen Room,3,95,312.28,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000631,BK000303,2024-01-23,16:26:00,16,125,Queen Room,4,95,380.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000632,BK004301,2024-08-19,14:01:00,14,149,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000633,BK000180,2024-01-13,20:53:00,20,148,Standard Single,1,20,20.0,Cash,Front Desk,Early Check-in Fee,STAFF005,0,None
TXN0000634,BK004037,2024-08-08,16:13:00,16,144,Queen Room,3,95,285.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000635,BK001102,2024-03-13,12:45:00,12,102,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000636,BK005248,2024-10-15,12:33:00,12,137,Standard Single,4,65,260.0,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0000637,BK004454,2024-08-27,15:44:00,15,150,Standard Double,1,85,85.0,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0000638,BK006450,2024-12-16,18:18:00,20,152,Standard Single,1,65,470.92,Credit Card,OTA (Booking.com),No-show Fee,STAFF004,1,No-show Fee Anomaly
TXN0000639,BK004356,2024-08-23,16:28:00,16,120,Queen Room,4,95,430.19,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000640,BK006377,2024-11-11,12:31:00,16,131,Queen Room,1,95,602.71,Credit Card,Front Desk,Room Charge,STAFF002,1,Unusually High Amount
TXN0000641,BK004054,2024-08-09,15:36:00,15,141,Standard Single,3,65,219.83,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000642,BK004744,2024-09-15,15:28:00,15,120,Standard Single,1,15,15.0,OTA (Booking.com),Booking.com,Late Check-out Fee,STAFF004,0,None
TXN0000643,BK003631,2024-07-21,16:27:00,16,129,Standard Double,2,85,180.94,OTA (Booking.com),Booking.com,Room Charge,STAFF003,0,None
TXN0000644,BK004508,2024-08-30,15:19:00,15,119,Queen Room,3,95,301.51,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0000645,BK003310,2024-07-06,14:04:00,14,135,Standard Double,3,85,285.08,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000646,BK001204,2024-03-19,16:40:00,16,122,Standard Double,2,85,170.0,OTA (Booking.com),Expedia,Room Charge,STAFF002,0,None
TXN0000647,BK004027,2024-08-08,13:28:00,13,101,Standard Single,4,65,260.0,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000648,BK004158,2024-08-13,14:24:00,14,129,Suite,2,140,280.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000649,BK000048,2024-01-05,17:59:00,17,127,Queen Room,1,25,25.0,OTA (Booking.com),Booking.com,Parking Fee,STAFF002,0,None
TXN0000650,BK003701,2024-07-24,17:39:00,17,119,Standard Single,1,20,20.0,OTA (Booking.com),Booking.com,Early Check-in Fee,STAFF001,0,None
TXN0000651,BK000900,2024-03-03,13:28:00,13,121,Suite,1,20,20.0,OTA (Booking.com),Expedia,Parking Fee,STAFF005,0,None
TXN0000652,BK004071,2024-08-09,16:45:00,16,143,Standard Double,1,20,20.0,OTA (Booking.com),Booking.com,Pet Fee,STAFF004,0,None
TXN0000653,BK004629,2024-09-07,17:51:00,17,129,Standard Double,3,85,274.67,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000654,BK002981,2024-06-22,15:09:00,15,111,Standard Single,2,65,148.8,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000655,BK000258,2024-01-20,13:07:00,13,130,Standard Single,3,65,218.26,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000656,BK004941,2024-09-27,16:46:00,16,146,Standard Double,2,85,187.48,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000657,BK002000,2024-05-02,13:33:00,13,108,Queen Room,5,95,475.0,OTA (Booking.com),Booking.com,Room Charge,STAFF005,0,None
TXN0000658,BK003176,2024-07-01,13:53:00,13,104,Queen Room,1,15,15.0,Credit Card,Front Desk,Late Check-out Fee,STAFF005,0,None
TXN0000659,BK001309,2024-03-24,17:11:00,17,117,Standard Single,1,20,20.0,Credit Card,Front Desk,Parking Fee,STAFF001,0,None
TXN0000660,BK002898,2024-06-19,18:46:00,18,134,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000661,BK004736,2024-09-14,16:26:00,16,148,Standard Double,2,85,192.56,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000662,BK006333,2024-02-03,02:24:00,2,139,Queen Room,1,95,87.9,Cash,Front Desk,Room Charge,STAFF005,1,Odd-Hour Transaction
TXN0000663,BK001975,2024-05-01,14:48:00,14,111,Standard Double,3,85,255.0,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0000664,BK001529,2024-04-05,14:59:00,14,112,Standard Double,1,25,25.0,Credit Card,Front Desk,Late Check-out Fee,STAFF004,0,None
TXN0000665,BK002622,2024-06-06,16:52:00,16,125,Standard Single,1,10,10.0,Credit Card,Front Desk,Early Check-in Fee,STAFF005,0,None
TXN0000666,BK001260,2024-03-22,14:26:00,14,142,Standard Single,1,15,15.0,OTA (Booking.com),Direct Website,Late Check-out Fee,STAFF004,0,None
TXN0000667,BK005291,2024-10-18,18:58:00,18,140,Standard Double,1,25,25.0,Cash,Front Desk,Parking Fee,STAFF001,0,None
TXN0000668,BK002413,2024-05-26,12:08:00,12,147,Suite,1,15,15.0,OTA (Booking.com),Expedia,Parking Fee,STAFF001,0,None
TXN0000669,BK003692,2024-07-23,16:05:00,16,118,Queen Room,1,10,10.0,OTA (Booking.com),Booking.com,Parking Fee,STAFF001,0,None
TXN0000670,BK003022,2024-06-24,14:37:00,14,135,Standard Double,7,85,595.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000671,BK006310,2024-01-12,13:11:00,13,150,Standard Single,2,65,146.38,Cash,Front Desk,Room Charge,STAFF004,1,Duplicate Charge
TXN0000672,BK006193,2024-12-24,13:17:00,13,110,Standard Single,2,65,130.0,OTA (Booking.com),Hotels.com,Room Charge,STAFF002,0,None
TXN0000673,BK000881,2024-03-02,20:56:00,20,137,Standard Single,1,15,15.0,OTA (Booking.com),Direct Website,Parking Fee,STAFF002,0,None
TXN0000674,BK000561,2024-02-11,15:11:00,15,148,Standard Single,1,65,69.67,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000675,BK004503,2024-08-30,12:21:00,12,132,Standard Single,2,65,146.7,OTA (Booking.com),Direct Website,Room Charge,STAFF005,0,None
TXN0000676,BK005725,2024-11-17,14:50:00,14,141,Standard Double,3,85,281.08,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000677,BK004097,2024-08-10,16:48:00,16,125,Standard Single,3,65,215.16,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000678,BK000410,2024-01-30,16:05:00,16,142,Standard Double,2,85,170.0,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0000679,BK003214,2024-07-02,18:29:00,18,140,Suite,2,140,280.0,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0000680,BK001323,2024-03-25,14:30:00,14,123,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000681,BK000060,2024-01-05,16:56:00,16,107,Standard Double,1,85,95.09,OTA (Booking.com),Direct Website,Room Charge,STAFF004,0,None
TXN0000682,BK001944,2024-04-29,14:11:00,14,142,Standard Single,1,65,65.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000683,BK000292,2024-01-22,14:57:00,14,134,Standard Double,1,85,85.0,OTA (Booking.com),Direct Website,Room Charge,STAFF001,0,None
TXN0000684,BK000624,2024-02-16,17:35:00,17,137,Queen Room,1,25,25.0,Cash,Front Desk,Parking Fee,STAFF005,0,None
TXN0000685,BK005614,2024-11-09,15:35:00,15,113,Standard Single,2,65,144.91,OTA (Booking.com),Booking.com,Room Charge,STAFF001,0,None
TXN0000686,BK003536,2024-07-16,18:09:00,18,104,Standard Single,5,65,325.0,Cash,Front Desk,Room Charge,STAFF002,0,None
TXN0000687,BK006316,2024-01-17,14:55:00,14,146,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF003,1,Duplicate Charge
TXN0000688,BK003910,2024-08-02,13:10:00,13,151,Suite,2,140,319.52,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000689,BK001896,2024-04-26,14:53:00,14,134,Queen Room,2,95,204.58,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000690,BK002902,2024-06-19,14:52:00,14,112,Standard Double,1,10,10.0,OTA (Booking.com),Expedia,Early Check-in Fee,STAFF004,0,None
TXN0000691,BK005797,2024-11-23,21:16:00,21,101,Standard Single,1,10,10.0,Cash,Front Desk,Pet Fee,STAFF005,0,None
TXN0000692,BK002582,2024-06-05,15:02:00,15,119,Queen Room,1,20,20.0,OTA (Booking.com),Hotels.com,Pet Fee,STAFF003,0,None
TXN0000693,BK004853,2024-09-21,16:26:00,16,141,Queen Room,1,95,101.89,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000694,BK002512,2024-06-01,16:38:00,16,147,Queen Room,1,95,108.28,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000695,BK005567,2024-11-05,17:59:00,17,139,Suite,1,140,140.0,Cash,Front Desk,Room Charge,STAFF001,0,None
TXN0000696,BK003487,2024-07-14,18:25:00,18,103,Standard Double,1,85,91.33,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000697,BK002330,2024-05-21,16:34:00,16,136,Standard Single,1,65,65.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0000698,BK004471,2024-08-28,15:57:00,15,123,Suite,1,20,20.0,OTA (Booking.com),Booking.com,Parking Fee,STAFF004,0,None
TXN0000699,BK000116,2024-01-09,15:05:00,15,122,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000700,BK005288,2024-10-18,17:19:00,17,144,Standard Double,1,85,96.58,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0000701,BK005962,2024-12-06,19:26:00,19,132,Queen Room,4,95,422.23,Cash,Front Desk,Room Charge,STAFF005,0,None
TXN0000702,BK001622,2024-04-10,12:15:00,12,123,Standard Single,1,15,15.0,Cash,Front Desk,Late Check-out Fee,STAFF001,0,None
TXN0000703,BK003701,2024-07-24,17:39:00,17,119,Standard Single,2,65,130.0,OTA (Booking.com),Booking.com,Room Charge,STAFF001,0,None
TXN0000704,BK000132,2024-01-10,15:34:00,15,108,Queen Room,2,95,190.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0000705,BK005430,2024-10-27,12:47:00,12,151,Standard Double,1,85,91.99,Credit Card,Front Desk,Room Charge,STAFF003,0,None
TXN0000706,BK000667,2024-02-18,14:56:00,14,132,Standard Double,4,85,375.48,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000707,BK004980,2024-09-29,12:22:00,12,108,Standard Single,1,65,71.61,OTA (Booking.com),Direct Website,Room Charge,STAFF004,0,None
TXN0000708,BK005584,2024-11-07,15:24:00,15,116,Standard Double,1,85,85.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000709,BK004529,2024-08-31,14:09:00,14,137,Standard Double,1,20,20.0,Credit Card,Front Desk,Parking Fee,STAFF004,0,None
TXN0000710,BK002814,2024-06-15,14:56:00,14,101,Queen Room,1,10,10.0,OTA (Booking.com),Expedia,Pet Fee,STAFF004,0,None
TXN0000711,BK002124,2024-05-09,14:53:00,14,105,Queen Room,1,95,95.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000712,BK004927,2024-09-26,14:39:00,14,136,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000713,BK002246,2024-05-17,15:52:00,15,106,Queen Room,7,95,743.61,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0000714,BK005538,2024-11-04,14:04:00,14,144,Queen Room,1,15,15.0,OTA (Booking.com),Hotels.com,Late Check-out Fee,STAFF005,0,None
TXN0000715,BK004832,2024-09-20,12:43:00,12,103,Suite,1,140,156.13,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000716,BK005106,2024-10-07,15:55:00,15,147,Standard Double,1,85,85.0,OTA (Booking.com),Booking.com,Room Charge,STAFF004,0,None
TXN0000717,BK006421,2024-05-24,13:28:00,12,117,Standard Single,2,65,610.99,Cash,Front Desk,Room Charge,STAFF004,1,Large Cash Payment
TXN0000718,BK001478,2024-04-02,15:18:00,15,112,Queen Room,1,25,25.0,Credit Card,Front Desk,Late Check-out Fee,STAFF003,0,None
TXN0000719,BK006230,2024-12-27,13:25:00,13,130,Standard Single,1,20,20.0,Credit Card,Front Desk,Pet Fee,STAFF004,0,None
TXN0000720,BK006444,2024-05-25,18:41:00,23,142,Standard Single,1,65,394.45,Credit Card,OTA (Booking.com),No-show Fee,STAFF005,1,No-show Fee Anomaly
TXN0000721,BK004427,2024-08-26,15:59:00,15,144,Standard Single,2,65,130.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000722,BK005212,2024-10-14,12:02:00,12,129,Queen Room,5,95,475.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000723,BK004369,2024-08-23,13:08:00,13,123,Standard Double,1,20,20.0,Credit Card,Front Desk,Late Check-out Fee,STAFF003,0,None
TXN0000724,BK002842,2024-06-17,12:37:00,12,120,Standard Double,2,85,170.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000725,BK000388,2024-01-29,18:37:00,18,115,Queen Room,1,20,20.0,Credit Card,Front Desk,Pet Fee,STAFF002,0,None
TXN0000726,BK004343,2024-08-22,18:42:00,18,119,Queen Room,1,95,95.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000727,BK003024,2024-06-24,17:25:00,17,108,Standard Single,1,15,15.0,Credit Card,Front Desk,Pet Fee,STAFF003,0,None
TXN0000728,BK002097,2024-05-07,16:10:00,16,117,Suite,5,140,700.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000729,BK004378,2024-08-24,19:32:00,19,127,Queen Room,2,95,214.36,Credit Card,Front Desk,Room Charge,STAFF004,0,None
TXN0000730,BK000575,2024-02-12,16:47:00,16,129,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF001,0,None
TXN0000731,BK005428,2024-10-27,14:49:00,14,115,Standard Single,1,20,20.0,Cash,Front Desk,Late Check-out Fee,STAFF003,0,None
TXN0000732,BK000836,2024-02-28,15:23:00,15,113,Queen Room,1,10,10.0,Credit Card,Front Desk,Early Check-in Fee,STAFF003,0,None
TXN0000733,BK001196,2024-03-19,15:45:00,15,108,Queen Room,3,95,285.0,Cash,Front Desk,Room Charge,STAFF004,0,None
TXN0000734,BK003812,2024-07-29,15:26:00,15,108,Standard Single,1,25,25.0,Credit Card,Front Desk,Pet Fee,STAFF004,0,None
TXN0000735,BK006240,2024-12-28,15:08:00,15,125,Standard Double,1,20,20.0,OTA (Booking.com),Booking.com,Pet Fee,STAFF002,0,None
TXN0000736,BK005893,2024-11-30,12:45:00,12,129,Standard Single,1,20,20.0,Cash,Front Desk,Pet Fee,STAFF004,0,None
TXN0000737,BK002344,2024-05-22,13:56:00,13,120,Standard Double,4,85,340.0,OTA (Booking.com),Booking.com,Room Charge,STAFF001,0,None
TXN0000738,BK002589,2024-06-05,13:08:00,13,133,Standard Double,3,85,255.0,Credit Card,Front Desk,Room Charge,STAFF002,0,None
TXN0000739,BK003906,2024-08-02,14:40:00,14,146,Standard Single,3,65,220.61,OTA (Booking.com),Direct Website,Room Charge,STAFF003,0,None
TXN0000740,BK006342,2024-03-01,02:46:00,2,135,Standard Single,1,65,71.12,Cash,Front Desk,Room Charge,STAFF001,1,Odd-Hour Transaction
TXN0000741,BK006390,2024-04-12,19:58:00,18,148,Suite,1,140,755.05,Credit Card,Front Desk,Room Charge,STAFF003,1,Unusually High Amount
TXN0000742,BK004762,2024-09-16,16:25:00,16,105,Standard Single,2,65,130.0,OTA (Booking.com),Booking.com,Room Charge,STAFF002,0,None
TXN0000743,BK002643,2024-06-07,13:05:00,13,108,Standard Single,2,65,146.49,Cash,Front Desk,Room Charge,STAFF003,0,None
TXN0000744,BK004074,2024-08-10,14:38:00,14,137,Standard Double,2,85,194.04,OTA (Booking.com),Expedia,Room Charge,STAFF005,0,None
TXN0000745,BK001605,2024-04-09,14:29:00,14,143,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000746,BK000522,2024-02-08,16:17:00,16,109,Standard Single,3,65,195.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000747,BK006201,2024-12-25,13:59:00,13,141,Queen Room,4,95,380.0,Credit Card,Front Desk,Room Charge,STAFF005,0,None
TXN0000748,BK000983,2024-03-07,13:07:00,13,123,Queen Room,4,95,380.0,Credit Card,Front Desk,Room Charge,STAFF004,0,None
